filename,xRot
010251.png,179.9167976165302
010252.png,157.14806606999903
010253.png,186.89377480058766
010254.png,129.47415222877322
010255.png,277.7380534574327
010256.png,258.06406842493095
010257.png,191.97389737665847
010258.png,309.81942036307476
010259.png,181.58199179974056
010260.png,57.7100733406011
010261.png,265.6687434959847
010262.png,76.89277465922018
010263.png,244.78060410599707
010264.png,184.49486678049274
010265.png,122.81786270315831
010266.png,75.85806048493752
010267.png,189.15954251823743
010268.png,107.9751058994974
010269.png,163.38912991059217
010270.png,97.64082980026113
010271.png,105.60251979957715
010272.png,109.03292157423593
010273.png,64.0576729415682
010274.png,90.45799496925322
010275.png,220.13636759705906
010276.png,296.99625958758344
010277.png,182.77308340870906
010278.png,183.93502220157995
010279.png,46.52375168764664
010280.png,111.73747014229886
010281.png,98.367538222052
010282.png,288.82945691392825
010283.png,285.5316829807345
010284.png,88.17033708329491
010285.png,201.5499864535579
010286.png,258.26545556807673
010287.png,74.13977280526355
010288.png,179.6599410822071
010289.png,179.3013453421078
010290.png,188.39121651888132
010291.png,254.91063878137413
010292.png,284.4091916568714
010293.png,298.278505109879
010294.png,181.65527037921763
010295.png,125.67157683652022
010296.png,295.91464755004307
010297.png,238.65560098501263
010298.png,181.96206546769892
010299.png,268.5315656711737
010300.png,152.81938901523546
010301.png,182.05338908779123
010302.png,190.1976969292695
010303.png,180.4537464811434
010304.png,141.9451033163794
010305.png,241.42766879272355
010306.png,57.381178956970594
010307.png,202.5414748448265
010308.png,263.97117874950544
010309.png,264.0054621886364
010310.png,79.4037933737417
010311.png,264.10590186819826
010312.png,59.18732930774444
010313.png,268.5131625091956
010314.png,262.01088120492153
010315.png,119.69020710754185
010316.png,101.82801684610115
010317.png,325.86497854250746
010318.png,229.89324248482012
010319.png,277.0174705144763
010320.png,112.88612036094003
010321.png,274.68472140735975
010322.png,221.19915421011873
010323.png,181.46389393081182
010324.png,109.22756320753088
010325.png,104.38225599854175
010326.png,180.88243311970768
010327.png,61.78605034051679
010328.png,138.41176035771326
010329.png,239.9769886377659
010330.png,79.04044450794123
010331.png,294.94021535682043
010332.png,147.77467502078656
010333.png,254.43547587391782
010334.png,101.63789716314996
010335.png,179.58806291761192
010336.png,282.84144323190344
010337.png,95.24826908044186
010338.png,124.67065969772635
010339.png,290.4663815579846
010340.png,184.23485530386418
010341.png,172.13289416166137
010342.png,89.9469076785105
010343.png,269.40874386143605
010344.png,180.44202736042396
010345.png,280.0112688967849
010346.png,273.0268226106452
010347.png,242.59427853046046
010348.png,87.83264467334548
010349.png,80.12196033377217
010350.png,256.954998634535
010351.png,216.71467832719972
010352.png,165.11017298672263
010353.png,280.03118472063926
010354.png,274.96703863343066
010355.png,183.07015510130495
010356.png,50.35000585061218
010357.png,175.18905510324666
010358.png,271.1265985884175
010359.png,277.9756108582335
010360.png,211.22311439334513
010361.png,241.61637737060295
010362.png,184.3762370746146
010363.png,276.7587892983581
010364.png,265.97362236791963
010365.png,54.29801058678085
010366.png,74.93814826039835
010367.png,88.4509545691657
010368.png,182.25735256671206
010369.png,213.353075942434
010370.png,180.5485891781359
010371.png,255.55178292290177
010372.png,89.55410733943101
010373.png,113.35384289619952
010374.png,255.8822915252129
010375.png,157.89810048623448
010376.png,270.3778363047847
010377.png,77.29991054300643
010378.png,174.06434690124524
010379.png,341.503892586891
010380.png,249.82010930539872
010381.png,132.63887605799948
010382.png,199.40070505870366
010383.png,222.81920706190556
010384.png,140.69460765819952
010385.png,119.46696921616294
010386.png,183.7555947129773
010387.png,151.82859281376534
010388.png,277.53079205491605
010389.png,103.62929247026331
010390.png,194.04005051828156
010391.png,181.0305563914877
010392.png,181.26570582700498
010393.png,304.0419179013078
010394.png,253.20640870146855
010395.png,297.0479894166931
010396.png,100.5300139838371
010397.png,85.74087382780989
010398.png,183.28558781775544
010399.png,265.24733620863134
010400.png,152.19498303860314
010401.png,271.46558451134945
010402.png,188.84674622437973
010403.png,304.84945484921934
010404.png,157.50692505602558
010405.png,82.84915606921862
010406.png,229.37228814876468
010407.png,93.49800704266353
010408.png,97.34028580034602
010409.png,167.8169304152815
010410.png,270.19532803706926
010411.png,278.68209344066184
010412.png,207.63486661915778
010413.png,277.29356605000334
010414.png,88.7796779097572
010415.png,233.2097563209751
010416.png,87.35958238821199
010417.png,101.92814116505986
010418.png,64.87846572500284
010419.png,113.26567020959143
010420.png,93.06380359795442
010421.png,83.63830589043697
010422.png,286.5382926456703
010423.png,101.51729044027017
010424.png,121.1463820201276
010425.png,165.76436183252204
010426.png,145.13050731804057
010427.png,228.83380190121102
010428.png,173.90158207807147
010429.png,77.88623539053235
010430.png,273.7605224166555
010431.png,262.50137384474885
010432.png,171.40281833004005
010433.png,80.16262581629607
010434.png,246.6329574576827
010435.png,177.9456381708325
010436.png,213.2853509166297
010437.png,153.54287968985503
010438.png,76.79429662951192
010439.png,288.13319415308064
010440.png,246.72702043894657
010441.png,181.99829318512485
010442.png,110.11333631050326
010443.png,127.09497562675625
010444.png,281.20632522994663
010445.png,215.9775924035266
010446.png,72.98645097361951
010447.png,93.17204177107601
010448.png,125.48859820044756
010449.png,177.055448683142
010450.png,266.9668906758129
010451.png,247.15461734627402
010452.png,271.258622434151
010453.png,142.47413409093295
010454.png,279.8467254932602
010455.png,57.768944216589304
010456.png,247.84357336229908
010457.png,73.31147550849248
010458.png,301.19672384932636
010459.png,126.51702654304671
010460.png,245.5658306275082
010461.png,182.4216033262872
010462.png,109.63583225145054
010463.png,82.78028986563844
010464.png,249.4449370895269
010465.png,205.24293662054484
010466.png,206.65640422432855
010467.png,170.97745700868336
010468.png,310.4177289135211
010469.png,107.36977389426183
010470.png,149.16544467878452
010471.png,128.7466580780219
010472.png,83.87894206593988
010473.png,179.46862342984596
010474.png,176.668638859249
010475.png,127.71253720928081
010476.png,141.01311652230532
010477.png,123.56265892632418
010478.png,293.1465083871343
010479.png,110.92873589311421
010480.png,108.30062752820247
010481.png,247.81151348267522
010482.png,74.29654444070337
010483.png,144.05410674809494
010484.png,26.982341045660153
010485.png,169.0425566828445
010486.png,242.87120790080266
010487.png,130.53131580192556
010488.png,183.82777955239635
010489.png,71.81844082100075
010490.png,80.67868404535994
010491.png,283.3172315154711
010492.png,190.63720270818783
010493.png,182.0326187168787
010494.png,286.39145219668285
010495.png,266.38528020204967
010496.png,174.21123011099246
010497.png,211.0851200765313
010498.png,163.5607475473083
010499.png,90.93131381894523
010500.png,88.13681264764955
010501.png,245.46640651599046
010502.png,90.78601275730882
010503.png,299.58253723926805
010504.png,181.0838449839177
010505.png,182.46657094212424
010506.png,225.40918886440363
010507.png,168.27913146743805
010508.png,190.68285984127587
010509.png,277.03944954498866
010510.png,226.75241123010514
010511.png,83.2651220498936
010512.png,162.07348021728808
010513.png,83.55994679819192
010514.png,193.1844691842414
010515.png,57.066620118046856
010516.png,313.8685329156764
010517.png,46.09940459806031
010518.png,81.80714049520836
010519.png,202.46171266515208
010520.png,183.71185312829877
010521.png,173.25888919527657
010522.png,270.3285010782211
010523.png,288.81046044640857
010524.png,268.45816682705987
010525.png,129.38772738822
010526.png,232.825155357578
010527.png,262.9942450518373
010528.png,127.25596454212659
010529.png,288.31862618774403
010530.png,82.90923493666982
010531.png,105.82647393368191
010532.png,214.58964228312476
010533.png,69.06121634201864
010534.png,299.69588532317994
010535.png,309.4228463869472
010536.png,67.03244278578728
010537.png,153.59275744355796
010538.png,72.08996095523435
010539.png,271.73369447499283
010540.png,145.58031576751156
010541.png,104.17760300236993
010542.png,66.19196936267691
010543.png,190.72290328837275
010544.png,180.708132913454
010545.png,84.18304589910433
010546.png,267.2532701740603
010547.png,162.44125214917537
010548.png,264.8458447451323
010549.png,262.1604690327231
010550.png,188.3013648043161
010551.png,237.42522426429593
010552.png,92.13229251733259
010553.png,95.83417701056018
010554.png,142.63491989269446
010555.png,97.17920601836121
010556.png,257.55772757852066
010557.png,131.63508860320727
010558.png,146.48095625214015
010559.png,280.2316044015957
010560.png,193.59156765236287
010561.png,133.9902977993834
010562.png,206.33868910682563
010563.png,123.08300079399898
010564.png,279.39714955542036
010565.png,191.90885959734982
010566.png,82.81833625162756
010567.png,255.22459362456635
010568.png,84.50532305516325
010569.png,145.15931203482833
010570.png,289.76876114301484
010571.png,149.41118541998281
010572.png,246.87703052925065
010573.png,276.92744842500895
010574.png,271.1874685299241
010575.png,200.1352507259928
010576.png,180.82365511474455
010577.png,205.99651750729222
010578.png,260.65142044070427
010579.png,261.5878276283177
010580.png,65.16721844541641
010581.png,73.10561452085767
010582.png,134.90743591963368
010583.png,74.2226324674725
010584.png,131.68648703642887
010585.png,165.26802433134617
010586.png,182.6134180724804
010587.png,272.2602504705757
010588.png,162.8202621432349
010589.png,222.02472283590816
010590.png,273.3056441446064
010591.png,285.7924380937006
010592.png,253.49001409542697
010593.png,131.33761803289931
010594.png,266.1806325509728
010595.png,165.6719451405086
010596.png,264.2876457873331
010597.png,50.44134283344189
010598.png,167.1453873823916
010599.png,105.36018922896908
010600.png,251.43129731717949
010601.png,288.4377576644124
010602.png,181.70243549722377
010603.png,183.43108597976882
010604.png,93.32534978497594
010605.png,314.3664498924156
010606.png,235.2888646365292
010607.png,278.32634529990725
010608.png,235.08133063416912
010609.png,71.31540324328128
010610.png,189.42071588488486
010611.png,173.79169761569943
010612.png,59.23267709346116
010613.png,264.4611422249308
010614.png,183.2521275232497
010615.png,266.74002346495007
010616.png,104.1141032741386
010617.png,269.9951809559563
010618.png,189.9608918505856
010619.png,211.7275791114213
010620.png,69.32465469265917
010621.png,303.69923317265733
010622.png,129.7113889238759
010623.png,114.75101865051779
010624.png,65.08758722056874
010625.png,253.783684303212
010626.png,56.5325596091275
010627.png,161.13699285325012
010628.png,184.92466920763175
010629.png,94.22544239737017
010630.png,91.35540434397305
010631.png,266.4549642051601
010632.png,124.61690407762345
010633.png,140.9987221815539
010634.png,264.00949773533796
010635.png,186.33250374945504
010636.png,181.1663004233196
010637.png,135.38395113611713
010638.png,254.55484787985978
010639.png,275.2616709583101
010640.png,192.365142293102
010641.png,284.7613692741868
010642.png,67.73919262296404
010643.png,73.6547161270197
010644.png,65.37538851407781
010645.png,188.6693171331586
010646.png,75.07333640235348
010647.png,141.03383411040502
010648.png,210.03495323269337
010649.png,183.4675114657086
010650.png,177.24837587722567
010651.png,183.16879882895725
010652.png,268.7833784402568
010653.png,248.57003590972138
010654.png,110.91273267877712
010655.png,330.47708994819044
010656.png,321.60983395923193
010657.png,179.9037148284568
010658.png,255.44203743299892
010659.png,181.42116524162992
010660.png,128.02719760500895
010661.png,118.24482928679343
010662.png,182.3261031826135
010663.png,179.9709541187558
010664.png,258.526012912529
010665.png,105.21641151939882
010666.png,174.43675703929185
010667.png,59.491796607366766
010668.png,108.98409947678937
010669.png,116.09843157067499
010670.png,86.17261852883327
010671.png,122.44490870169861
010672.png,132.74050769373943
010673.png,256.7954849653761
010674.png,271.4118128559616
010675.png,178.59171182619528
010676.png,235.20440679092457
010677.png,181.31308742135738
010678.png,145.98831221158784
010679.png,91.75495019290337
010680.png,252.3581795455582
010681.png,51.97935115000252
010682.png,183.78979530313623
010683.png,134.81672431291534
010684.png,70.92586341213287
010685.png,187.3901844605456
010686.png,261.4198740542028
010687.png,253.28592767932187
010688.png,89.69019345734092
010689.png,162.72571008578134
010690.png,272.94472195192185
010691.png,90.77554706135957
010692.png,181.60634605682978
010693.png,77.53258252700557
010694.png,291.25307263551724
010695.png,65.47312892068035
010696.png,184.02343274491417
010697.png,253.76374175388278
010698.png,196.17999403222498
010699.png,62.221739721627266
010700.png,247.1788199362935
010701.png,161.5513766858143
010702.png,276.8085628227092
010703.png,257.2418966069943
010704.png,95.75838356390022
010705.png,139.97172632440643
010706.png,114.3669896122824
010707.png,262.60793900314513
010708.png,294.49852877915475
010709.png,174.11329327214983
010710.png,73.30425963028438
010711.png,187.1269879754524
010712.png,107.35957010796606
010713.png,69.59752179082496
010714.png,91.9007109327071
010715.png,111.67589464825635
010716.png,194.0246994055307
010717.png,117.67514371990592
010718.png,115.55935736267475
010719.png,229.56548126132304
010720.png,104.13872278156566
010721.png,162.83614776548268
010722.png,277.39727158259126
010723.png,66.42063252544934
010724.png,96.04016628047425
010725.png,243.78199070313482
010726.png,110.50812502491118
010727.png,248.98599120020643
010728.png,243.4663093942676
010729.png,253.0901849564633
010730.png,179.07826713544105
010731.png,177.8017575681841
010732.png,178.52964859223684
010733.png,59.22661575576635
010734.png,246.50088550609448
010735.png,92.0657033242092
010736.png,267.13620724914495
010737.png,211.90122521167817
010738.png,263.15270039219234
010739.png,186.17743118607848
010740.png,267.0382209681738
010741.png,184.53638681007482
010742.png,254.0608381675429
010743.png,118.14725457813493
010744.png,148.92330118650037
010745.png,280.2267510553638
010746.png,101.36562871562069
010747.png,94.37110692546447
010748.png,94.69570385273994
010749.png,124.36628326471849
010750.png,97.4034327523094
010751.png,93.33205253406702
010752.png,178.92651988927207
010753.png,120.11053468571151
010754.png,68.32669339138313
010755.png,257.2664786987566
010756.png,296.85781093769725
010757.png,277.07506925786186
010758.png,68.06234637459788
010759.png,186.41828651047513
010760.png,181.30436021754682
010761.png,165.25731543357585
010762.png,86.13939341850616
010763.png,239.6540379997409
010764.png,185.77542859787306
010765.png,125.78304344700307
010766.png,182.30182442499074
010767.png,202.3456078485099
010768.png,285.5358414646203
010769.png,117.56927342385558
010770.png,198.7942559286196
010771.png,125.50095071492085
010772.png,187.84514758597732
010773.png,196.24803709117992
010774.png,180.3903897342025
010775.png,136.23832715124178
010776.png,220.50285136105884
010777.png,59.48594907347072
010778.png,190.89137466856278
010779.png,286.524042622483
010780.png,329.5730205851393
010781.png,189.14664814476168
010782.png,250.34541989385386
010783.png,322.9104772984107
010784.png,145.14151821367665
010785.png,108.74347399147639
010786.png,163.17374396372264
010787.png,46.51546679044474
010788.png,289.34743937718093
010789.png,280.5615143532703
010790.png,97.24289817001143
010791.png,302.43988603720885
010792.png,162.79752410923692
010793.png,250.03366188469388
010794.png,222.21311070808943
010795.png,185.41744453707926
010796.png,269.46811183125635
010797.png,272.0563244073197
010798.png,314.02358343053623
010799.png,174.34908011024214
010800.png,77.03578802020986
010801.png,268.35711780667157
010802.png,130.59104723820377
010803.png,257.1590743604502
010804.png,281.29924436088714
010805.png,188.63874118552548
010806.png,262.92073396072914
010807.png,270.2211822614342
010808.png,169.12068192718468
010809.png,246.4467931450085
010810.png,95.78081158239002
010811.png,162.07611534910777
010812.png,87.02393180454071
010813.png,67.05792819859933
010814.png,87.69024065318226
010815.png,165.34349172721303
010816.png,240.13682301262293
010817.png,147.35641064927492
010818.png,254.43722371997268
010819.png,179.84471032509435
010820.png,261.04060749558477
010821.png,235.93583493157303
010822.png,198.8132711039717
010823.png,83.86492722693126
010824.png,34.08134340717477
010825.png,133.17371160568933
010826.png,192.3266509279567
010827.png,114.0537670471009
010828.png,105.82062105469089
010829.png,283.11128500631685
010830.png,88.06880165926441
010831.png,116.94414853194992
010832.png,114.38190777234078
010833.png,124.48742984219014
010834.png,120.21555511166179
010835.png,259.319871762415
010836.png,110.19043396033564
010837.png,95.8512278635112
010838.png,193.81416413234552
010839.png,128.8482148824323
010840.png,77.12540388245958
010841.png,89.27074247474617
010842.png,199.38884830178876
010843.png,97.84747117176141
010844.png,279.4327265075338
010845.png,287.8607974232721
010846.png,266.1052987824802
010847.png,258.8896985193125
010848.png,106.88319386395182
010849.png,121.22198304336867
010850.png,61.892995000655894
010851.png,221.62193518687917
010852.png,78.33427194102113
010853.png,75.5989944219816
010854.png,298.413372546136
010855.png,159.38641278232114
010856.png,124.89120366124091
010857.png,101.2466950074662
010858.png,196.37278225383943
010859.png,251.99554692248356
010860.png,99.9612210478094
010861.png,286.64517316466976
010862.png,98.59978259845364
010863.png,255.4492426210171
010864.png,142.66373529967217
010865.png,287.281912947943
010866.png,180.3228010083199
010867.png,145.64829735787438
010868.png,66.92360596202917
010869.png,126.72613734842265
010870.png,148.28800457886877
010871.png,259.1073080256891
010872.png,88.41176433285322
010873.png,42.868455042168556
010874.png,278.0581391245544
010875.png,81.65594913891614
010876.png,283.4469783507478
010877.png,63.652022994183326
010878.png,186.47604894739413
010879.png,180.74078342607194
010880.png,121.12568046731279
010881.png,302.71300969993314
010882.png,96.53424547902573
010883.png,180.74094444705787
010884.png,252.8977936081503
010885.png,252.15742312361874
010886.png,304.3819728432335
010887.png,315.44620183690677
010888.png,275.50703219776557
010889.png,89.70827056852598
010890.png,288.56284357687616
010891.png,46.72763499014293
010892.png,145.97653429482372
010893.png,252.0034790434175
010894.png,90.2438170138467
010895.png,217.9657432379938
010896.png,103.14789183697823
010897.png,202.11237329326528
010898.png,186.27609562597377
010899.png,195.584638646749
010900.png,138.0900444366261
010901.png,47.47482581585489
010902.png,189.9898315310213
010903.png,261.6234740666657
010904.png,193.58891114016328
010905.png,244.85658463098093
010906.png,275.6789304519676
010907.png,62.34122397456356
010908.png,103.32355838313335
010909.png,193.20160422243816
010910.png,184.651905670681
010911.png,157.85324712180238
010912.png,283.1677078288092
010913.png,246.09875797629414
010914.png,117.54382008161335
010915.png,80.39214419426354
010916.png,307.4599350909234
010917.png,74.39384654951846
010918.png,262.25102028659234
010919.png,283.6698795011437
010920.png,84.66166708300554
010921.png,148.6435549511095
010922.png,296.46145076536845
010923.png,181.54735157552042
010924.png,273.1878061809206
010925.png,179.62354699870028
010926.png,77.83914510385574
010927.png,82.52420636567521
010928.png,182.6817985405553
010929.png,255.3609363070348
010930.png,146.41533184865864
010931.png,244.74912684172483
010932.png,264.60680140793016
010933.png,111.47487097156845
010934.png,151.55461660839347
010935.png,274.825746393021
010936.png,251.63118783373395
010937.png,187.7283492432629
010938.png,183.84860337425857
010939.png,155.50051804969186
010940.png,315.5601165008854
010941.png,106.9799774985549
010942.png,109.80273284185655
010943.png,176.65943594198617
010944.png,283.0109575737493
010945.png,132.69133282002494
010946.png,237.4652964412783
010947.png,183.67861131454987
010948.png,300.258595541133
010949.png,304.5626477433745
010950.png,118.95464720848237
010951.png,237.8243638860086
010952.png,154.98765885996693
010953.png,180.0198396892051
010954.png,214.8870968181478
010955.png,106.47884811973937
010956.png,216.55571253027514
010957.png,255.04384389309575
010958.png,107.97872987388635
010959.png,213.90903263289374
010960.png,303.8718583597751
010961.png,267.2808241386253
010962.png,254.45173565281343
010963.png,138.9390860469717
010964.png,256.153555094888
010965.png,139.63655145418738
010966.png,213.64329054632157
010967.png,269.7858456565917
010968.png,130.3581026543612
010969.png,247.81281768584765
010970.png,109.08821123659492
010971.png,94.3919955566032
010972.png,129.92263776723942
010973.png,284.53629801523346
010974.png,98.99519134387798
010975.png,206.0847409723025
010976.png,79.39985938384454
010977.png,101.44380072954183
010978.png,103.05793388865051
010979.png,196.34086001041103
010980.png,71.08761667608375
010981.png,181.69848279949423
010982.png,108.1191829343859
010983.png,191.70946149766937
010984.png,184.16018766783208
010985.png,242.0196380605367
010986.png,220.91204510640816
010987.png,88.07798453242108
010988.png,112.10469954704679
010989.png,238.5265917728416
010990.png,249.77411476319077
010991.png,133.30221837893325
010992.png,274.818338091394
010993.png,179.25313525803517
010994.png,57.88549935748261
010995.png,71.69261728543125
010996.png,90.5818942706339
010997.png,171.1686189851535
010998.png,248.89319500645018
010999.png,98.12525575729865
011000.png,85.42118369771595
011001.png,204.49830342277554
011002.png,73.61524794576884
011003.png,264.7938476612742
011004.png,123.35426970876904
011005.png,143.31366143223383
011006.png,273.0770130524038
011007.png,306.28028332146226
011008.png,204.96483667440444
011009.png,79.00332816847673
011010.png,248.7322702322195
011011.png,113.7719094991973
011012.png,96.93646387544054
011013.png,193.2067368498821
011014.png,273.96892766949554
011015.png,140.6246082944859
011016.png,214.38505610064004
011017.png,278.29178391583787
011018.png,182.70383703524922
011019.png,108.7220294704609
011020.png,84.42784055849309
011021.png,127.6017708062389
011022.png,259.7033021500139
011023.png,221.41251169344753
011024.png,114.02341759786711
011025.png,268.03999332216273
011026.png,182.43846041954558
011027.png,180.81785368229262
011028.png,55.995762411584046
011029.png,109.18855470444734
011030.png,257.59427733791847
011031.png,309.3757667904605
011032.png,255.4334478653838
011033.png,82.29147024053643
011034.png,180.75450094417292
011035.png,297.93719941573056
011036.png,263.14968575862986
011037.png,243.84077071250857
011038.png,155.56381733686186
011039.png,72.50646144540623
011040.png,218.07450790296983
011041.png,111.03144723803788
011042.png,267.8038363362438
011043.png,275.2627399773039
011044.png,147.86294391910408
011045.png,126.24983593573796
011046.png,249.21168249017612
011047.png,285.06894741908104
011048.png,289.1418990952443
011049.png,109.00804550225035
011050.png,252.32448941196878
011051.png,107.78445170704929
011052.png,119.31062518832063
011053.png,83.94386358943297
011054.png,112.53675426357837
011055.png,289.84388110770874
011056.png,259.78292268467163
011057.png,182.3669450532714
011058.png,47.02929076981158
011059.png,64.81260346479523
011060.png,69.14797792355492
011061.png,191.49527017952542
011062.png,177.1205706476964
011063.png,142.80483511666296
011064.png,163.42842704880402
011065.png,182.934675651674
011066.png,67.29529317598123
011067.png,251.45188662299995
011068.png,162.5767770321135
011069.png,50.94918030644349
011070.png,318.6616078566288
011071.png,50.99875071718569
011072.png,296.9566524338634
011073.png,216.63585421169236
011074.png,122.27615336333837
011075.png,297.04718765244775
011076.png,196.95323016944698
